date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas,image_paths
126,0.536348,2012-04-03 - 2012-08-07,7.5e-05,0.0,0.001051,0.001601,0.0,0.002394,0.0,0.005379,0.0002,0.000215,0.000635,0.009028,0.02402,0.002707,0.0,0.0,0.019959,0.00012,0.0,0.0,3.5e-05,0.002908,0.0,1e-05,0.000165,0.008272,0.048658,0.01212,0.003096,0.0067,0.023145,0.000648,0.007833,0.001526,1e-05,0.0,0.0,1e-05,4e-05,3e-05,0.0,0.0,8e-05,0.0,0.000205,0.0,0.00038,0.00252,8.5e-05,0.0,0.001334,0.010164,0.0,3e-05,0.00014,0.056772,0.00021,0.00012,0.000501,0.0,1e-05,0.000129,1.5e-05,0.008485,0.009528,1e-05,0.000662,0.00405,0.0,0.004679,0.003986,0.0,0.011382,0.000912,0.001076,0.0,0.00012,0.0,2e-05,0.0,0.0,0.0,1.5e-05,0.00027,2.5e-05,0.0,0.0,1e-05,0.0,0.0,0.00019,8e-05,4e-05,5e-05,0.000115,0.00012,0.0,1.5e-05,0.0,7e-05,0.0,0.0,3.5e-05,1e-05,0.0,0.0,0.00012,0.0,0.234383,0.0,0.000155,0.0,0.0,4.5e-05,4e-05,0.00012,1e-05,0.0,0.0,1.5e-05,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2012-08-07.png
761,0.624247,2012-04-03 - 2014-05-04,0.000204,4.3e-05,0.006015,0.000634,2e-05,0.003282,3.6e-05,0.042842,0.018192,7e-06,0.000629,0.013362,0.018504,4.3e-05,1.3e-05,0.0,0.011767,7.4e-05,4e-05,2.3e-05,0.000142,0.001357,0.0,0.0,0.004498,0.00629,0.026563,0.013557,5e-06,0.017177,0.020722,0.001065,0.133092,0.001462,0.000339,2.6e-05,2.3e-05,0.0,0.0,4.6e-05,2e-05,5.9e-05,6.5e-05,0.0,0.000277,0.0,0.000218,0.002319,7e-06,0.002838,0.006066,0.030553,0.000333,0.0,1.6e-05,0.008864,0.001636,0.00068,4e-05,4.9e-05,0.001238,0.000809,0.0,0.00627,0.002878,0.00031,0.001848,0.002465,0.000191,0.011358,0.005979,0.000958,0.000481,0.000376,0.001011,0.000375,2.1e-05,0.0,7e-06,0.0,0.0,0.0,0.0,0.001488,0.000191,0.0,0.000161,4.3e-05,0.000105,0.000635,6.6e-05,6.9e-05,7.5e-05,0.000102,5.6e-05,0.00011,0.000734,0.001495,0.000207,8.4e-05,0.0,0.0,0.0,0.000135,0.0,0.0,0.000113,0.0,0.184537,4e-05,7.2e-05,0.0,0.0,1e-05,0.0,0.0,4e-05,0.0,0.0,0.00079,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-05-04.png
804,0.727425,2012-04-03 - 2014-06-16,4.5e-05,0.0,0.005486,0.001585,6e-05,0.004217,0.0,0.124392,0.0,0.000115,0.001181,0.014194,0.020597,7e-05,0.0,0.0,0.011534,9e-05,1e-05,1e-05,0.00014,0.002457,0.0,0.0,0.0,0.005422,0.103659,0.013835,0.003663,0.017571,0.018291,0.000763,0.014769,0.001657,0.0,5e-05,2e-05,0.0,0.0,1.5e-05,0.00019,1e-05,9.5e-05,0.0,0.000701,1.5e-05,7e-05,0.00259,0.0,0.000641,0.016399,0.004523,0.0,0.0,2e-05,0.032379,0.000385,0.00012,4.1e-05,2.5e-05,1e-05,0.001157,0.0,0.009717,0.003245,7e-05,0.001404,0.00537,0.00011,0.029204,0.032451,0.002772,0.00029,3.7e-05,0.000896,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,2e-05,9.5e-05,0.0,0.0,4e-05,0.0,2e-05,0.0,0.00017,0.0,4e-05,0.00012,0.0,0.0,0.00012,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.000245,0.215085,2e-05,0.0,8e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-06-16.png
860,0.643429,2012-04-03 - 2014-08-11,0.0,0.0,0.007545,0.010884,0.0,0.001612,0.0,0.039026,0.000168,0.008008,0.000673,0.020912,0.025149,0.0,0.0,0.000252,0.008419,0.003162,0.0,0.000252,0.0,0.002415,0.0,0.0,0.001599,0.0263,0.029679,0.014844,0.000495,0.015223,0.022828,0.001078,0.017996,0.006998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000252,0.00018,0.0,0.000337,0.0,0.00024,0.002635,0.0,0.003871,0.018039,0.042383,0.000168,0.0,0.001683,0.000534,0.000168,0.00012,0.000879,0.0,0.003198,0.000419,0.0,0.003076,0.000978,0.0,9.4e-05,0.00132,0.000337,0.013945,0.00104,0.003114,0.005134,0.000154,0.002357,0.003703,0.00012,0.0,0.000673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.00012,0.002104,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-05,0.0,0.263505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,0.0,0.0,0.0,0.0,0.0,0.0,0.000168,./imgs/2012-04-03 - 2014-08-11.png
871,0.512968,2012-04-03 - 2014-08-22,4.3e-05,0.0,0.001528,0.004021,0.000333,0.006766,2.9e-05,0.04922,0.0,0.000368,0.000362,0.021022,0.013587,0.000203,0.0,0.0,0.011418,1e-05,0.0,2.9e-05,5.8e-05,0.000206,0.0,0.0,0.0,0.039345,0.031867,0.01511,0.002295,0.0103,0.013167,0.000948,0.018938,0.008314,0.0,2.9e-05,0.0,0.0,2.9e-05,0.0,0.0,0.0,0.000108,0.0,0.000217,0.0,0.00024,0.002042,0.0,0.002591,0.002282,0.016586,0.0,0.0,5.8e-05,0.002926,0.0,0.00012,0.00041,0.0,0.0,0.00039,0.0,0.008095,0.005657,2.9e-05,0.000669,0.000294,0.000116,0.001155,0.000736,0.024085,0.005819,0.000283,0.003865,0.0,0.00012,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.000275,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-05,0.0,0.0,0.00012,2.9e-05,0.0,0.0,0.00012,0.0,0.0,0.0,2.9e-05,4.3e-05,0.0,0.00012,2.9e-05,0.183317,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-08-22.png
874,0.577783,2012-04-03 - 2014-08-25,0.0,0.0,0.004731,0.016346,0.0,0.00232,0.0,0.002474,0.001409,0.001625,0.000377,0.017766,0.014106,0.0,0.0,0.0,0.011719,0.017023,0.000119,0.0,0.0,0.002141,0.0,0.0,6e-05,0.02533,0.098968,0.014031,0.003515,0.00773,0.030692,0.001078,0.012501,0.002339,6e-05,4e-05,0.0,0.0,0.000119,0.005417,4e-05,0.0,0.00012,6e-05,0.0,7.9e-05,0.00024,0.002595,4e-05,0.003909,0.023447,0.035939,6e-05,0.0,9.9e-05,0.01243,0.004286,0.00012,0.000316,0.0,0.0,0.001724,0.0,0.022329,0.005947,0.0,0.003299,0.005331,0.0,0.003248,0.000111,0.000357,0.003611,0.0005,0.002857,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.00018,0.0,0.0,0.00012,0.0,0.000159,6e-05,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,0.000139,0.149217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-08-25.png
908,0.626625,2012-04-03 - 2014-09-28,0.0,0.0,0.003125,0.002257,4.7e-05,0.010881,0.0,0.025519,0.0,0.001174,0.000552,0.018011,0.025662,0.000205,2.9e-05,0.0,0.012317,8.5e-05,0.000252,0.0,2.3e-05,0.002372,8.2e-05,0.0,0.0,0.004027,0.131537,0.016302,0.002698,0.017974,0.030023,0.00082,0.018214,0.004009,0.0,0.0,0.0,0.0,6.5e-05,5.3e-05,0.0,0.0,0.001322,0.0,0.000194,0.0,0.000599,0.00081,0.000534,0.000516,0.00661,0.019623,0.00804,5.9e-05,0.000739,0.002176,0.002348,0.00012,8.8e-05,0.0,0.0,0.001066,0.0,0.008242,0.001266,0.0,0.001159,0.006639,0.001966,0.005901,0.000467,0.003468,0.031193,0.000471,0.00118,1.2e-05,0.00012,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.00017,3.5e-05,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.00018,0.0,1.2e-05,7.3e-05,0.0,0.0,1.2e-05,0.000108,1.2e-05,0.0,0.000264,1.8e-05,7.6e-05,1.8e-05,0.00012,0.0,0.189599,0.0,0.0,5.9e-05,0.0,1.2e-05,0.000123,8.2e-05,0.000135,0.0,0.0,0.0,1.2e-05,0.0,0.000157,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-09-28.png
957,0.551889,2012-04-03 - 2014-11-16,0.0,0.0,0.002257,0.002321,0.0,0.000301,0.0,0.024345,0.000347,0.001048,0.000467,0.020535,0.02575,5e-05,1.4e-05,0.0,0.009321,0.000106,0.000149,1.4e-05,7.1e-05,0.001895,7.8e-05,1.4e-05,9.9e-05,0.024981,0.003225,0.016601,0.002892,0.012455,0.019774,0.000922,0.018878,0.005669,0.0,0.0,0.0,0.0,0.0,8.5e-05,1.4e-05,0.0,0.000245,0.0,0.000347,0.0,0.000212,0.002019,0.000156,0.001599,0.011073,0.005385,0.003347,0.000142,0.000828,0.001384,0.000524,0.00012,0.000288,0.0,1.4e-05,0.000242,0.0,0.008496,0.021291,0.0,0.000726,0.001489,0.001713,0.024352,0.002607,0.005888,0.028449,0.000397,0.001274,0.0,0.00012,0.0,1.4e-05,0.0,0.0,0.0,0.0,2.1e-05,3.5e-05,0.0,0.0,0.0,0.0,1.4e-05,0.0,1.4e-05,0.000116,1.4e-05,0.0,0.00012,0.000134,6.4e-05,0.0,0.00012,0.0,0.0,0.000134,5e-05,0.000163,1.4e-05,0.00012,0.0,0.222346,0.0,0.0,1.4e-05,0.0,0.000142,5e-05,4.2e-05,0.0,0.0,0.0,0.0,2.1e-05,1.4e-05,0.000166,1.4e-05,0.008528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-11-16.png
963,0.819181,2012-04-03 - 2014-11-22,0.0,0.0,0.017491,0.003374,0.0,0.000168,8e-05,0.04648,2.7e-05,0.000862,0.000903,0.003454,0.025991,0.000199,0.0,0.0,0.012642,0.00012,0.0,0.0,0.0,0.002065,0.0,0.0,0.0,0.002692,0.171077,0.016696,0.000339,0.015868,0.016505,0.00052,0.021639,0.000238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002032,0.00018,0.0,0.0,0.0,0.00243,0.002635,0.0,0.0,0.05556,0.010089,0.0,0.0,0.0,0.010402,0.002909,5.4e-05,0.000272,0.002484,0.0,0.00026,0.0,0.006336,0.000918,0.0,0.001563,0.007707,4e-05,0.074022,0.007522,0.0,0.0,0.000486,0.000398,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.0,0.000106,0.002184,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.00012,0.0,0.0,0.000306,0.0,0.0,2.7e-05,0.00012,0.0,0.263465,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,2.7e-05,0.0,0.001076,0.002577,0.000239,0.000638,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-11-22.png
978,0.726481,2012-04-03 - 2014-12-07,0.0,0.0,0.00174,0.002409,0.0,0.001123,2.3e-05,0.009938,0.0,0.000106,0.000381,0.016663,0.025968,0.000265,0.0,4.6e-05,0.013053,0.00012,0.000265,9.2e-05,8.1e-05,0.003074,4.6e-05,0.000104,0.0,0.022187,0.115213,0.015633,0.002756,0.017271,0.027236,0.000421,0.015254,0.003519,0.0,3.5e-05,0.0,0.0,5.8e-05,0.0,5.8e-05,0.0,0.000157,0.0,0.000853,0.0,0.000194,0.002612,5.8e-05,0.001061,0.009383,0.025599,0.022638,0.005201,0.0,0.007327,0.006942,0.00012,0.00037,2.3e-05,0.0,0.003537,0.0,0.010278,0.007126,0.000219,0.000981,0.005242,0.000519,0.020042,0.030302,0.006193,4.6e-05,0.001117,0.000923,0.0,0.00012,0.0,4.6e-05,2.3e-05,0.0,0.0,0.0,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.00018,0.0,2.3e-05,9.7e-05,0.0,0.0,8.1e-05,6.2e-05,3.5e-05,0.0,0.000115,0.0,0.000127,0.0,0.00012,0.0,0.26076,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.00015,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-12-07.png
988,0.726194,2012-04-03 - 2014-12-17,0.0,1e-05,0.003127,0.00352,0.0,0.000324,7.4e-05,0.042533,1e-05,0.000212,0.000718,0.013974,0.025411,0.000275,0.000177,0.0,0.009669,0.00012,0.003221,1e-05,0.000221,0.002816,3.4e-05,0.0,2e-05,0.013218,0.112201,0.015748,0.001347,0.016854,0.023331,0.001014,0.019379,0.001978,0.0,0.0,0.0,0.0,1e-05,0.0,8.9e-05,0.0,0.00018,0.0,0.000443,0.0,0.001211,0.002635,0.0,0.001352,0.031021,0.026719,0.022325,0.006098,0.0,0.010788,0.006722,0.00012,0.000242,0.0,0.0,0.003653,0.0,0.007708,8.8e-05,0.0,0.001118,0.004767,0.000851,0.007614,0.003535,0.009569,4.4e-05,0.00027,0.000782,0.0,0.0001,0.0,3.4e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1.5e-05,0.0,0.0,0.0,2e-05,0.000116,0.0,0.0,0.00011,1e-05,1e-05,0.000192,0.00012,1e-05,0.0,4.4e-05,5.4e-05,6.4e-05,0.0,0.00012,0.0,0.263431,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2014-12-17.png
217,0.619747,2012-04-03 - 2012-11-06,0.000175,0.0,0.007362,0.002277,7e-05,0.00508,0.0,0.005563,0.000137,0.001166,0.002154,0.00678,0.013636,0.00021,0.0,0.0,0.012712,0.000114,3.5e-05,0.0,0.000181,0.003679,0.0,6e-06,1e-05,0.013108,0.078732,0.009361,0.002054,0.009467,0.011305,0.001033,0.023386,0.004678,0.0,0.000137,2.5e-05,0.0,0.0,6e-06,0.0,0.0,0.00018,0.0,0.000324,0.000159,0.012742,0.002635,0.0,0.000687,0.00078,0.029908,0.0,0.0,2.9e-05,0.006345,0.000544,0.00012,0.00022,6e-06,0.0,0.000249,0.0,0.039198,0.006871,0.0,0.000523,0.002924,1.3e-05,0.010905,0.006993,0.005408,0.000137,0.000394,0.003537,0.0,0.000107,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.000137,0.000146,0.0,5.7e-05,0.00035,1.6e-05,1e-05,3.5e-05,0.000695,6e-06,4.5e-05,0.00012,2.9e-05,1.6e-05,5.4e-05,0.000104,1e-05,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.00015,0.263413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,3.5e-05,0.0,0.0,0.0,2.2e-05,6e-06,6e-06,2.5e-05,0.00467,0.002707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2012-11-06.png
1008,0.815051,2012-04-03 - 2015-01-06,5e-05,0.0,0.004888,0.003261,1.5e-05,0.011634,0.000143,0.033569,0.000368,0.000364,0.000252,0.01897,0.014459,3.5e-05,0.0,0.0,0.012743,0.000256,5.4e-05,0.0,5.4e-05,0.003341,8e-06,7.4e-05,0.000271,0.031083,0.117056,0.015527,0.003272,0.012619,0.035835,0.000292,0.014578,0.003261,0.0,8e-06,0.0,8e-06,5.4e-05,0.028335,1.5e-05,0.0,6.4e-05,0.001243,0.000112,0.0,0.000182,0.002449,3.1e-05,0.001204,0.020212,0.057906,0.008856,0.001115,0.001073,0.002499,0.005638,0.000112,0.000228,1.9e-05,1.5e-05,0.001072,8.5e-05,0.044094,0.000119,3.1e-05,0.004072,0.003322,0.002261,0.00571,0.002949,0.015838,0.000751,0.000407,0.000945,6.2e-05,0.000112,0.0,1.2e-05,0.0,0.0,0.0,0.0,4.3e-05,8e-06,1.5e-05,0.0,1.5e-05,0.0,4.6e-05,1.5e-05,8e-06,0.00018,8e-06,1.2e-05,7.7e-05,0.0,1.2e-05,1.5e-05,0.000112,0.0,0.0,0.0,8e-06,7.4e-05,0.0,0.00012,0.0,0.260349,0.0,1.5e-05,0.000124,0.000592,0.00012,1.9e-05,0.000209,3.5e-05,8e-06,0.000778,5.8e-05,0.000244,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2015-01-06.png
1016,0.839034,2012-04-03 - 2015-01-14,0.000269,0.000152,0.004547,0.00304,0.000176,0.013196,9.4e-05,0.028009,0.000644,0.003425,0.000222,0.020928,0.018613,2.3e-05,2.3e-05,0.000937,0.00932,0.013991,5.9e-05,2.3e-05,2.3e-05,0.003242,2.3e-05,4.7e-05,0.000609,0.053811,0.020907,0.013564,0.003549,0.011314,0.036831,0.000645,0.080701,0.006704,0.000375,2.3e-05,0.000176,0.000187,2.3e-05,0.001534,0.000105,3.5e-05,0.000133,2.3e-05,7e-05,0.000105,0.000615,0.002448,3.5e-05,0.002131,0.010371,0.065305,0.004918,0.005235,0.000281,0.018351,0.000199,9.7e-05,0.000229,2.3e-05,3.5e-05,0.000302,8.2e-05,0.085343,0.000869,0.000105,0.011619,0.001267,0.000632,0.000732,0.002089,0.000714,0.006862,0.00039,0.00096,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.00012,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.263505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2015-01-14.png
1027,0.686579,2012-04-03 - 2015-01-25,0.000104,0.0,0.004958,0.002373,0.0,0.02296,5.2e-05,0.110042,0.00013,0.00028,0.002029,0.020586,0.039703,0.0,0.0,0.0,0.010547,0.00012,0.0,0.000208,5.2e-05,0.001668,0.000208,0.000104,0.0,0.015258,0.022076,0.015595,0.003661,0.00835,0.025986,0.001078,0.017656,0.001503,0.0,0.0,0.0,0.0,5.2e-05,0.0,5.2e-05,0.0,0.00018,0.0,0.0,0.0,0.003923,0.002635,0.0,0.001587,0.004632,0.036465,0.0,0.0,0.0,0.007302,0.0,0.00012,0.001496,0.0,0.0,0.000419,0.0,0.012579,0.001592,0.0,0.007398,0.002645,0.000234,0.005851,0.003462,0.00039,0.0,0.000425,0.00065,0.0,0.00012,0.0,5.2e-05,0.0,0.0,0.0,0.0,5.2e-05,5.2e-05,0.0,0.0,5.2e-05,0.0,0.0,0.0,0.0,0.000102,0.0,0.0,0.00012,0.0,5.2e-05,0.0,6.8e-05,7.8e-05,0.000104,0.00026,0.000104,7.8e-05,0.000104,0.00012,0.0,0.263505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2015-01-25.png
1041,0.708225,2012-04-03 - 2015-02-08,0.0,0.0,0.000669,0.003085,4.1e-05,0.008722,0.0,0.063693,6.2e-05,0.000976,0.003771,0.014404,0.022282,8.2e-05,0.0,0.0,0.009609,0.00012,4.1e-05,0.0,4.1e-05,0.000255,0.0,0.0,0.0,0.002191,0.13258,0.016247,0.001727,0.017807,0.007956,0.001078,0.017702,0.001429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,4.1e-05,0.0,0.002192,0.002635,0.0,0.000742,0.022003,0.024226,6.2e-05,0.0,0.0,0.005361,0.000639,0.00012,1.1e-05,0.0,4.1e-05,0.000653,0.0,0.013435,0.003761,0.0,0.001091,0.005071,0.000742,0.031654,0.000189,0.000392,4.1e-05,0.000597,0.000144,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2e-05,0.0,0.0,4.1e-05,4.1e-05,0.0,0.0,0.0,0.000315,0.0,0.0,0.00012,0.0,0.0,0.0,0.00012,0.0,0.0,0.000247,0.0,0.0,4.1e-05,0.00012,0.0,0.263505,4.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000515,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-05,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2015-02-08.png
1056,0.889423,2012-04-03 - 2015-02-23,0.0,0.0,0.002236,0.002626,0.0,0.009507,0.000109,0.171681,0.0,0.000369,0.000653,0.018447,0.02586,0.0,0.0,0.0,0.01463,0.00012,0.000239,0.0,0.0,0.003549,0.0,0.0,0.0,0.008844,0.121655,0.016556,0.003713,0.02027,0.023972,0.00012,0.017957,0.000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.000174,0.0,0.001175,0.002591,0.0,0.000305,0.017134,0.050183,0.016584,0.002568,0.0,0.007284,0.002655,0.00012,0.000212,0.0,0.0,0.00241,0.0,0.008304,0.003873,0.0,0.001688,0.007535,0.000522,0.030081,0.005457,0.000392,4.4e-05,0.000168,6.5e-05,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.000119,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.26344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0,./imgs/2012-04-03 - 2015-02-23.png
