date.difference,mag.dist,date.diff,Hydrogenoanaerobacterium,Granulicatella,Coprococcus,Phascolarctobacterium,Victivallis,Dorea,Desulfosporosinus,Ruminococcus,Peptostreptococcus,Sarcina,Marvinbryantia,Subdoligranulum,Akkermansia,Veillonella,Campylobacter,Tetragenococcus,Dialister,Pantoea,Pseudomonas,Enterorhabdus,Christensenella,Collinsella,Candidatus.Arthromitus,Bacillus,Gemella,Parabacteroides,Faecalibacterium,Anaerotruncus,Streptococcus,Alistipes,Anaerostipes,Anaerosporobacter,Clostridium,Butyricimonas,Coprobacillus,Holdemania,Alkalispirillum,Macellibacteroides,Propionispora,Enterobacter,Peptococcus,Finegoldia,Escherichia,Klebsiella,Oscillibacter,Halorhodospira,Lactobacillus,Serratia,Shigella,Bilophila,Pseudobutyrivibrio,Blautia,Morganella,Providencia,Salmonella,Eubacterium,Sutterella,Peptoniphilus,Adlercreutzia,Corynebacterium,Parvimonas,Parasutterella,Tatumella,Bacteroides,Butyrivibrio,Flavonifractor,Barnesiella,Desulfovibrio,Prevotella,Roseburia,Lachnospira,Thalassospira,Pectobacterium,Acetitomaculum,Odoribacter,Mannheimia,Gordonibacter,Leuconostoc,Paludibacter,Sporobacter,Aquisalimonas,Aggregatibacter,Sporomusa,Moryella,Actinomyces,Gardnerella,Eikenella,Oribacterium,Erysipelatoclostridium,Varibaculum,Oscillospira,Actinobacillus,Bifidobacterium,Haemophilus,Anaerofilum,Paenibacillus,Fusobacterium,Megasphaera,Herbaspirillum,Papillibacter,Johnsonella,Thiothrix,Enorma,Porphyromonas,Dysgonomonas,Olsenella,Flavobacterium,Enterococcus,Cronobacter,Intestinimonas,Pediococcus,Shuttleworthia,Alicyclobacillus,Robinsoniella,Erwinia,Citrobacter,Chromobacterium,Plesiomonas,Aeromonas,Anaerococcus,Candidatus.Armantifilum,Flexibacter,Devosia,Chryseobacterium,Planifilum,Turicibacter,Anaeroplasma,Natranaerovirga,Howardella,Brevundimonas,Cellvibrio,Lonsdalea,Rahnella,Hafnia,Yersinia,Francisella,Methylobacter,Rhodobacter,Dechloromarinus,Ewingella,Thermus,Nitrosomonas
195,0.535691,2013-04-29 - 2013-11-10,0,0,4.25076923076923e-05,1.04205128205128e-05,1.10769230769231e-06,3.4e-06,0,0.000167189743589744,3.33333333333333e-07,3.05128205128205e-06,4.2974358974359e-06,4.6974358974359e-05,2.0774358974359e-05,7.30769230769231e-06,8.71794871794872e-08,0,2.3225641025641e-05,9.17435897435897e-06,4.2974358974359e-06,1.02564102564103e-07,1.18974358974359e-06,1.48e-05,0,0,9.94871794871795e-07,6.78820512820513e-05,9.27282051282051e-05,2.96153846153846e-05,1.6051282051282e-05,1.86358974358974e-05,7.36923076923077e-06,1.33333333333333e-07,7.30410256410256e-05,3.47333333333333e-05,0,2.05128205128205e-08,0,0,0,9.11641025641026e-05,9.48717948717949e-07,0,3.64102564102564e-07,2.56410256410256e-07,1.20102564102564e-05,2.20512820512821e-07,5.06769230769231e-05,5.00358974358974e-05,0,2.1948717948718e-06,0.000133635897435897,0.000327897435897436,7.69230769230769e-08,0,1.53846153846154e-08,0.000220615384615385,1.46871794871795e-05,1.53846153846154e-07,2.11794871794872e-06,1.53846153846154e-07,0,6.15897435897436e-06,0,0.000150758974358974,5.82717948717949e-05,3.84615384615385e-07,8.6e-06,1.72512820512821e-05,2.82051282051282e-07,7.13333333333333e-05,5.43794871794872e-05,8.79435897435897e-05,5.28205128205128e-07,5.12820512820513e-06,1.4625641025641e-05,0,1.53846153846154e-07,0,0,2.20512820512821e-07,0,4.41025641025641e-07,0,0,3.84615384615385e-07,2.05128205128205e-07,0,5.12820512820513e-08,0,0,3.82051282051282e-06,2.15384615384615e-07,5.16923076923077e-06,0,7.69230769230769e-08,5.12820512820513e-08,6.2051282051282e-07,3.07692307692308e-07,1.67692307692308e-06,7.69230769230769e-08,0,0,0,0,0,0,5.97948717948718e-06,7.69230769230769e-08,0.000390123076923077,7.69230769230769e-08,0,0,0,0,0,1.53846153846154e-07,5.12820512820513e-08,1.15384615384615e-06,0,1.28205128205128e-07,0,0,0,0,0,0,0,0,0,2.61538461538462e-06,0,0,1.86153846153846e-06,1.10769230769231e-06,0.000245394871794872,0,0,0,0,0,6.2051282051282e-07,0
229,0.473135,2013-04-29 - 2013-12-14,2.75109170305677e-07,0,2.33187772925764e-06,1.30873362445415e-05,1.78602620087336e-06,1.54148471615721e-05,0,0.00010974672489083,8.82096069868996e-07,2.5414847161572e-06,2.34934497816594e-06,4.34061135371179e-05,8.79475982532751e-06,6.49344978165939e-06,4.80349344978166e-08,0,2.58078602620087e-05,6.15720524017467e-07,3.58078602620087e-06,0,7.29257641921397e-07,1.31266375545852e-05,0,1.4410480349345e-07,1.83406113537118e-07,2.7353711790393e-05,0.000274851528384279,5.65065502183406e-06,9.86026200873363e-06,2.93886462882096e-06,3.45851528384279e-06,1.1353711790393e-07,2.88558951965066e-05,1.717903930131e-05,4.19213973799127e-07,1.5589519650655e-06,1.31004366812227e-07,0,0,5.24017467248908e-07,1.87772925764192e-07,5.24017467248908e-08,1.62445414847162e-06,2.62008733624454e-08,5.9825327510917e-07,1.87772925764192e-07,3.46855895196507e-05,2.13973799126638e-06,1.70305676855895e-07,6.75545851528384e-06,8.22227074235808e-05,3.40873362445415e-05,1.04803493449782e-07,0,3.36244541484716e-07,2.84978165938865e-05,1.29781659388646e-05,2.62008733624454e-08,1.61135371179039e-06,0,0,8.5589519650655e-07,0,0.000165222707423581,4.82532751091703e-06,1.79039301310044e-07,2.51965065502183e-06,2.79475982532754e-07,1.96506550218341e-07,0.000125554585152838,3.63187772925764e-05,7.81004366812227e-05,4.0174672489083e-06,3.8296943231441e-06,3.20087336244541e-06,1.57205240174672e-07,0,0,1.04803493449782e-07,1.61572052401747e-07,0,3.49344978165939e-07,0,1.54585152838428e-06,1.92139737991266e-07,4.89956331877729e-06,0,0,1.26637554585153e-07,0,8.73362445414847e-08,9.60698689956332e-08,5.35371179039301e-06,3.93013100436681e-08,1.83406113537118e-07,1.04803493449782e-07,1.74672489082969e-07,2.62008733624454e-07,1.29694323144105e-06,1.57205240174672e-07,0,0,0,9.17030567685589e-08,0,0,5.09170305676856e-06,0,0.00057235807860262,2.62008733624454e-08,0,0,0,0,0,0,6.55021834061135e-08,9.82532751091703e-07,0,0,0,0,0,0,0,0,0,0,0,2.22707423580786e-06,0,0,1.58515283842795e-06,9.43231441048035e-07,0.000208960698689956,2.62008733624454e-08,2.27947598253275e-06,0,0,0,5.28384279475983e-07,0
265,0.50913,2013-04-29 - 2014-01-19,0,0,7.49811320754717e-05,1.48943396226415e-05,7.47169811320755e-07,3.50377358490566e-05,0,0.000157241509433962,2.29056603773585e-05,8e-07,3.47169811320755e-06,3.71169811320755e-05,0.00017257358490566,5.75471698113208e-06,2.18867924528302e-07,0,3.21735849056604e-05,4.2011320754717e-05,3.08301886792453e-06,0,1.11320754716981e-06,9.45660377358491e-06,0,1.20754716981132e-07,5.73207547169811e-06,4.12830188679245e-05,0.000174094339622642,1.33584905660377e-05,8.07924528301887e-06,2.86792452830187e-07,6.42188679245283e-05,3.77358490566038e-08,1.81849056603774e-05,2.03169811320755e-05,1.00377358490566e-06,1.52830188679245e-06,0,0,0,7.92452830188679e-08,2.67924528301887e-07,0,0,0,8.90566037735849e-07,8.30188679245283e-08,2.36603773584905e-06,5.66037735849057e-08,0,9.55849056603774e-06,5.64716981132076e-05,0.000229603773584906,3.0188679245283e-07,0,1.49433962264151e-06,2.0777358490566e-05,1.17018867924528e-05,0,8.33962264150943e-07,4.15094339622642e-08,1.81132075471698e-07,2.49433962264151e-06,0,5.13396226415095e-05,1.26075471698113e-05,7.54716981132076e-08,1.81132075471698e-06,1.63962264150943e-05,4.15094339622642e-08,0.000163562264150943,6.2822641509434e-05,5.08150943396226e-05,3.16830188679245e-05,3.66037735849057e-06,7.33962264150943e-06,6.0377358490566e-07,2e-07,2e-07,1.20754716981132e-07,9.81132075471698e-08,7.84905660377358e-07,2.64150943396226e-07,3.81132075471698e-07,4.15094339622642e-08,1.9622641509434e-07,5.24528301886792e-07,6.0377358490566e-08,2.83018867924528e-07,5.28301886792453e-08,1.81132075471698e-07,1.24528301886792e-07,1.54716981132075e-07,3.35471698113208e-06,1.81132075471698e-07,1.24528301886792e-07,1.0188679245283e-07,3.46415094339623e-06,1.78867924528302e-06,1.49509433962264e-05,0,0,0,0,0,0,0,4.4e-06,0,1.43396226415094e-06,0,0,0,0,0,0,0,0,8.49056603773585e-07,0,0,0,0,0,0,0,0,0,0,0,1.92452830188679e-06,0,0,1.36981132075472e-06,8.15094339622641e-07,0.00018057358490566,0,0,0,0,0,4.56603773584906e-07,0
294,0.540453,2013-04-29 - 2014-02-17,1.36394557823129e-06,0,6.8843537414966e-06,2.64149659863946e-05,7.6530612244898e-07,1.1608843537415e-05,2.38095238095238e-08,0.000482122448979592,7.44897959183673e-06,8.84353741496599e-07,5.23809523809524e-07,3.02925170068027e-05,5.55986394557823e-05,5.36054421768707e-06,3.40136054421769e-08,0,2.71122448979592e-05,1.29251700680272e-07,2.54081632653061e-06,2.38095238095238e-08,6.15646258503401e-07,7.37074829931973e-06,0,3.74149659863946e-08,3.06462585034014e-06,4.5469387755102e-05,0.000124503401360544,1.61632653061224e-05,6.67687074829932e-06,3.1765306122449e-05,5.0578231292517e-05,1.59863945578231e-07,7.96258503401361e-06,1.74115646258503e-05,2.29251700680272e-06,1.36054421768708e-08,3.33333333333333e-07,0,0,0,1.53061224489796e-07,6.12244897959184e-08,4.08163265306122e-07,0,6.29251700680272e-07,1.22448979591837e-07,4.27891156462585e-05,1.06462585034014e-06,0,7.73469387755102e-06,2.19625850340136e-05,5.51020408163274e-07,9.86394557823129e-08,0,5.4421768707483e-08,3.19149659863946e-05,8.81292517006803e-06,2.38095238095238e-08,2.10884353741497e-07,5.10204081632653e-08,1.36054421768707e-07,1.54081632653061e-06,0,2.48639455782313e-05,3.45578231292517e-06,6.12244897959184e-08,1.54489795918367e-05,1.6530612244898e-06,3.0952380952381e-07,0.000158105442176871,5.20918367346939e-05,3.87551020408163e-05,1.50612244897959e-05,3.13265306122449e-06,6.03401360544218e-06,1.12244897959184e-07,2.95918367346939e-07,1.73469387755102e-07,0,5.78231292517007e-08,0,2.92517006802721e-07,0,5.76190476190476e-06,2.58503401360544e-07,0,2.24489795918367e-07,8.84353741496599e-08,3.40136054421769e-07,2.48299319727891e-07,6.12244897959184e-08,1.7687074829932e-07,4.02721088435374e-06,0,1.05442176870748e-07,0,9.76190476190476e-07,6.08843537414966e-07,1.31632653061224e-06,1.59863945578231e-07,0,0,0,2.38095238095238e-08,0,0,3.96598639455782e-06,0,0.000240204081632653,5.10204081632653e-08,1.49659863945578e-07,0,0,2.38095238095238e-08,0,3.74149659863946e-08,0,7.6530612244898e-07,0,2.38095238095238e-08,0,0,2.38095238095238e-08,0,0,0,0,0,0,1.73469387755102e-06,0,0,1.23469387755102e-06,7.3469387755102e-07,0.000162761904761905,0,0,0,0,0,4.1156462585034e-07,0
328,0.532355,2013-04-29 - 2014-03-23,1.04878048780488e-06,0,1.25884146341463e-05,2.29359756097561e-05,1.55487804878049e-07,2.24085365853659e-05,0,0.000375451219512195,1e-06,2.21341463414634e-06,8.90243902439024e-07,2.29481707317073e-05,9.35670731707317e-06,3.52743902439024e-06,5.18292682926829e-08,0,1.49481707317073e-05,1.82926829268293e-07,2.55487804878049e-06,0,1.38109756097561e-06,1.0969512195122e-05,0,0,4.20731707317073e-07,5.48780487804877e-07,4.91615853658537e-05,8.46951219512195e-06,6.53963414634146e-06,1.50914634146342e-06,8.49390243902439e-06,2.2530487804878e-06,3.68323170731707e-05,1.4484756097561e-05,0,2.10365853658537e-07,3.50609756097561e-07,0,0,0,8.90243902439024e-07,0,4.66463414634146e-07,0,1.84756097560976e-06,1.3109756097561e-07,2.69634146341463e-05,3.87195121951219e-07,0,3.52134146341463e-06,6.95304878048781e-05,7.19298780487805e-05,0,0,1.58536585365854e-07,5.1219512195122e-06,3.38719512195122e-06,0,4.72560975609756e-07,0,0,7.75e-06,0,3.16707317073171e-05,1.40243902439024e-06,2.89634146341463e-07,1.66158536585366e-06,2.14024390243902e-06,0,0.000125692073170732,2.3094512195122e-05,4.57134146341463e-05,1.3109756097561e-07,1.78658536585366e-06,5.79268292682927e-06,0,0,0,0,5.18292682926829e-08,0,2.6219512195122e-07,0,0,5.48780487804878e-08,0,0,0,1.06707317073171e-07,0,7.92682926829268e-08,1.58536585365854e-07,3.76524390243902e-06,0,1.82926829268293e-07,0,3.6890243902439e-07,0,1.09756097560976e-07,0,0,0,0,0,0,0,3.55487804878049e-06,0,0.000397786585365854,0,0,0,0,0,0,0,0,6.85975609756098e-07,0,0,0,0,0,0,0,0,0,0,0,1.55487804878049e-06,0,0,1.10670731707317e-06,6.58536585365854e-07,0.000145890243902439,4.66463414634146e-07,0,0,0,0,3.6890243902439e-07,0
370,0.592506,2013-04-29 - 2014-05-04,5.51351351351351e-07,1.16216216216216e-07,2.79054054054054e-05,9.72972972972985e-08,1.62162162162162e-08,1.35135135135139e-07,9.72972972972973e-08,0.000182486486486486,4.82810810810811e-05,1.29459459459459e-06,1.05405405405405e-06,1.22027027027027e-05,9.19189189189189e-06,4.25135135135135e-06,1.08108108108108e-08,0,1.79594594594595e-05,3.78378378378378e-08,2.15675675675676e-06,6.21621621621622e-08,5.67567567567568e-08,5.02432432432432e-06,0,0,1.17837837837838e-05,2.24216216216216e-05,0.000106062162162162,8.58108108108108e-06,2.36216216216216e-06,1.54054054054054e-05,2.97378378378378e-05,3.51351351351351e-08,0.000372610810810811,1.83756756756757e-05,9.16216216216216e-07,1.16216216216216e-07,6.21621621621622e-08,0,0,1.24324324324324e-07,8.64864864864865e-08,1.59459459459459e-07,3.10810810810811e-07,0,4.21621621621622e-07,1.16216216216216e-07,3.31081081081081e-05,7.83783783783784e-07,1.89189189189189e-08,6.03513513513513e-06,2.18e-05,6.55945945945946e-06,9e-07,0,9.72972972972973e-08,3.62648648648649e-05,3.95945945945946e-06,2.16216216216216e-06,2.27027027027027e-07,1.32432432432432e-07,3.34594594594595e-06,2.54054054054054e-07,0,1.95864864864865e-05,6.53783783783784e-06,5.81081081081081e-07,4.57837837837838e-06,1.95135135135135e-06,5.16216216216216e-07,0.000139248648648649,2.78918918918919e-05,1.74864864864865e-06,1.18378378378378e-06,2.05945945945946e-06,7.26216216216216e-06,1.01351351351351e-06,2.67567567567568e-07,0,1.89189189189189e-08,4.59459459459459e-08,0,2.32432432432432e-07,0,4.02162162162162e-06,2.59459459459459e-07,0,4.35135135135135e-07,1.16216216216216e-07,1.89189189189189e-07,1.71621621621622e-06,1.08108108108108e-07,4.59459459459459e-08,3.05405405405405e-06,2.75675675675676e-07,1.08108108108108e-08,2.7027027027027e-08,1.65675675675676e-06,4.04054054054054e-06,5.83783783783784e-07,9.72972972972973e-08,0,0,0,3.64864864864865e-07,0,0,3.13243243243243e-06,0,0.0002124,1.08108108108108e-07,1.94594594594595e-07,0,0,2.7027027027027e-08,0,0,1.08108108108108e-07,6.08108108108108e-07,0,2.13513513513513e-06,0,0,0,0,0,0,0,0,0,1.37837837837838e-06,0,0,9.81081081081081e-07,5.83783783783784e-07,0.00012932972972973,0,0,0,0,0,3.27027027027027e-07,0
413,0.5217,2013-04-29 - 2014-06-16,1.08958837772397e-07,0,2.37191283292978e-05,5.46004842615012e-06,8.23244552058111e-08,2.38498789346247e-06,0,0.000360944309927361,7.94188861985472e-07,1.45520581113801e-06,3.9225181598063e-07,1.29467312348668e-05,3.16707021791768e-06,3.74334140435835e-06,4.11622276029056e-08,0,1.55254237288136e-05,7.26392251815981e-08,2.00484261501211e-06,2.42130750605327e-08,4.60048426150121e-08,7.16464891041162e-06,0,0,3.34140435835351e-07,2.21888619854722e-05,9.16537530266344e-05,8.36077481840194e-06,6.7409200968523e-06,1.47554479418886e-05,3.25278450363196e-05,6.99757869249395e-07,2.42009685230024e-05,1.59903147699758e-05,0,4.60048426150121e-08,4.84261501210654e-08,0,0,3.6319612590799e-08,3.34140435835351e-07,2.42130750605327e-08,2.05811138014528e-07,0,1.4043583535109e-06,6.77966101694915e-08,3.00193704600484e-05,4.60048426150121e-08,0,8.71670702179177e-08,4.45496368038741e-05,5.71501210653753e-05,0,0,7.74818401937046e-08,6.73728813559322e-05,6.57627118644068e-06,0,2.00968523002421e-07,6.05326876513317e-08,2.42130750605327e-08,6.1501210653753e-07,0,5.62566585956416e-05,6.74576271186441e-06,6.05326876513317e-08,3.77239709443099e-06,5.28571428571428e-06,2.6634382566586e-07,2.65375302663438e-05,3.91089588377724e-05,5.95883777239709e-06,5.98062953995157e-07,8.45036319612591e-07,6.78450363196126e-06,0,2.42130750605327e-08,0,0,4.11622276029056e-08,0,2.08232445520581e-07,0,4.84261501210654e-08,1.81598062953995e-07,2.30024213075061e-07,0,0,1.21065375302664e-08,0,1.45278450363196e-08,1.2590799031477e-07,2.96610169491525e-06,0,4.84261501210654e-08,0,2.92978208232446e-07,0,7.3365617433414e-07,1.45278450363196e-07,0,0,0,0,0,0,2.82324455205811e-06,5.93220338983051e-07,0.000116319612590799,4.84261501210654e-08,0,1.93704600484262e-07,0,0,0,4.84261501210654e-08,0,5.44794188861985e-07,0,0,0,0,0,0,0,0,0,0,0,1.23486682808717e-06,0,3.6319612590799e-08,8.78934624697336e-07,5.23002421307506e-07,0.000115864406779661,0,0,2.42130750605327e-08,0,0,2.92978208232446e-07,0
469,0.525102,2013-04-29 - 2014-08-11,0,0,2.52771855010661e-05,2.17782515991471e-05,5.54371002132196e-08,1.03283582089552e-05,0,0.000135829424307036,3.41151385927505e-07,1.60383795309168e-05,7.3773987206823e-07,2.5724946695096e-05,6.91684434968017e-06,3.4456289978678e-06,3.62473347547974e-08,5.37313432835821e-07,7.02985074626866e-06,6.86993603411514e-06,1.78678038379531e-06,5.37313432835821e-07,2.57995735607676e-07,6.21961620469083e-06,0,0,3.11513859275053e-06,2.49765458422175e-05,0.000203592750533049,9.5138592750533e-06,2.92963752665245e-06,7.98720682302772e-06,1.89701492537313e-05,5.54371002132196e-08,2.81918976545842e-05,2.69296375266525e-06,0,1.47121535181237e-07,0,0,0,0,1.10874200426439e-07,5.37313432835821e-07,0,0,4.60554371002132e-07,9.16844349680171e-08,2.70959488272921e-05,5.54371002132196e-08,0,6.9637526652452e-06,4.2727078891258e-05,0.000150339019189765,3.58208955223881e-07,0,3.47761194029851e-06,1.08486140724947e-05,6.25373134328358e-06,0,1.60980810234542e-06,0,6.81876332622601e-06,2.81876332622601e-06,0,3.53795309168443e-05,1.10660980810235e-06,2.02558635394456e-07,1.27931769722814e-07,9.60980810234541e-06,7.18550106609808e-07,5.59040511727079e-05,3.69701492537313e-05,5.97654584221748e-06,1.08550106609808e-05,1.15138592750533e-06,2.8592750533049e-06,7.8955223880597e-06,0,0,1.43496801705757e-06,3.62473347547974e-08,0,1.83368869936034e-07,0,0,2.02558635394456e-07,0,0,0,7.46268656716418e-08,0,5.54371002132196e-08,1.10874200426439e-07,2.63326226012793e-06,0,1.27931769722814e-07,0,4.22814498933902e-06,0,9.01918976545842e-07,0,0,0,0,0,0,0,2.12793176972281e-06,0,8.10234541577825e-07,0,0,0,0,0,0,0,0,4.79744136460554e-07,0,3.58208955223881e-07,0,0,0,0,0,0,0,0,0,1.08742004264392e-06,0,0,7.73987206823028e-07,4.60554371002132e-07,0.000101671641791045,0,0,0,0,0,2.57995735607676e-07,3.58208955223881e-07
480,0.552577,2013-04-29 - 2014-08-22,8.95833333333333e-08,0,1.21625e-05,6.98125e-06,6.39583333333333e-07,7.3625e-06,6.04166666666667e-08,0.000153954166666667,6.83333333333333e-07,2.45833333333333e-07,1.36875e-06,2.53645833333333e-05,1.73291666666667e-05,2.94375e-06,3.54166666666667e-08,0,1.31166666666667e-05,1.45833333333333e-07,1.74583333333333e-06,6.04166666666667e-08,1.3125e-07,1.475e-06,0,0,2.875e-07,5.158125e-05,0.000203485416666667,9.85e-06,2.95e-06,2.45208333333333e-06,3.86625e-05,2.16666666666667e-07,2.95083333333333e-05,1.10416666666669e-07,0,8.33333333333333e-08,0,0,6.04166666666667e-08,0,1.08333333333333e-07,0,1.5e-07,0,2e-07,8.95833333333333e-08,2.6475e-05,1.18125e-06,0,4.1375e-06,8.92083333333333e-06,2.40416666666667e-05,0,0,1.25e-08,3.39166666666667e-06,6.46041666666667e-06,0,5.95833333333333e-07,0,0,2.69375e-06,0,1.12958333333333e-05,1.08291666666667e-05,1.375e-07,1.07291666666667e-06,6.02708333333333e-06,2.41666666666667e-07,8.608125e-05,3.24229166666667e-05,4.95291666666667e-05,1.20333333333333e-05,1.39375e-06,3.47916666666667e-07,0,0,0,6.04166666666667e-08,3.54166666666667e-08,0,1.79166666666667e-07,0,0,4.79166666666667e-08,5.72916666666667e-07,0,0,7.29166666666667e-08,0,5.41666666666667e-08,1.08333333333333e-07,2.06041666666667e-06,0,1.25e-07,0,1.91666666666667e-07,0,8.8125e-07,0,0,0,0,6.04166666666667e-08,8.95833333333333e-08,0,2.42916666666667e-06,6.04166666666667e-08,0.000166266666666667,0,0,0,0,0,1.5e-07,0,0,4.6875e-07,0,0,6.04166666666667e-08,0,0,0,0,0,0,0,0,1.0625e-06,0,0,7.5625e-07,4.5e-07,9.96916666666667e-05,0,0,0,0,0,2.52083333333333e-07,0
483,0.485892,2013-04-29 - 2014-08-25,0,0,8.71635610766045e-07,3.24554865424431e-05,5.38302277432712e-08,1.88819875776397e-06,0,5.62153209109731e-05,2.23809523809524e-06,2.35817805383023e-06,1.32919254658385e-06,1.84658385093168e-05,1.61469979296066e-05,3.34575569358178e-06,3.51966873706004e-08,0,1.36583850931677e-05,3.53685300207039e-05,1.48861283643892e-06,0,2.50517598343685e-07,3.39337474120083e-06,0,0,1.61490683229814e-07,2.22443064182195e-05,6.86583850931677e-05,7.55486542443064e-06,5.45755693581781e-06,7.75776397515528e-06,2.13871635610766e-06,5.38302277432712e-08,1.59979296066253e-05,1.22608695652174e-05,1.24223602484472e-07,6.00414078674948e-08,0,0,2.46376811594203e-07,1.12153209109731e-05,2.48447204968944e-08,0,1.24223602484472e-07,1.24223602484472e-07,2.50517598343685e-07,7.45341614906832e-08,2.63105590062112e-05,2.89855072463768e-08,8.2815734989648e-08,6.84057971014493e-06,5.26853002070393e-05,1.6175983436853e-05,1.24223602484472e-07,0,9.73084886128364e-08,3.51635610766046e-05,2.45341614906832e-06,0,3.97515527950311e-07,0,0,1.69979296066253e-06,0,1.82443064182195e-05,1.13623188405797e-05,1.96687370600414e-07,6.51138716356108e-06,4.43892339544513e-06,0,8.9879917184265e-05,3.35155279503106e-05,9.52380952380952e-08,7.3871635610766e-06,1.8343685300207e-06,1.74120082815735e-06,0,0,0,0,3.51966873706004e-08,0,1.78053830227743e-07,0,0,4.96894409937888e-08,0,0,0,7.2463768115942e-08,0,5.38302277432712e-08,5.59006211180124e-08,2.55693581780538e-06,0,1.24223602484472e-07,0,2.50517598343685e-07,3.29192546583851e-07,7.51552795031056e-07,0,0,0,0,0,0,0,2.25051759834368e-06,2.87784679089027e-07,0.000235834368530021,0,0,0,0,0,0,0,0,3.83022774327122e-07,0,0,0,0,0,0,0,0,0,0,0,8.92339544513458e-07,0,0,7.51552795031056e-07,4.47204968944099e-07,9.90724637681159e-05,0,0,0,0,0,2.50517598343685e-07,0
517,0.489438,2013-04-29 - 2014-09-28,0,0,2.29206963249516e-06,5.6615087040619e-06,4.06189555125725e-08,1.47949709864603e-05,0,9.70928433268859e-05,6.34429400386847e-07,1.33075435203095e-06,9.03288201160542e-07,1.77253384912959e-05,7.26692456479691e-06,2.72920696324952e-06,2.321083172147e-08,0,1.39168278529981e-05,4.83558994197292e-08,1.13346228239845e-06,0,1.89555125725338e-07,5.55899419729207e-06,1.58607350096712e-07,0,2.66924564796905e-07,2.04235976789168e-05,0.000127139264990329,1.14506769825919e-05,3.5183752417795e-06,1.25667311411992e-05,3.29206963249517e-06,4.48742746615087e-07,2.59961315280464e-05,8.22437137330754e-06,0,1.33462282398453e-07,0,0,1.25725338491296e-07,1.02514506769826e-07,1.00580270793037e-07,0,2.90522243713733e-06,0,1.41199226305609e-07,8.31721470019342e-08,2.29574468085106e-05,3.47969052224371e-06,1.03288201160542e-06,1.72147001934236e-07,1.66537717601547e-05,1.64468085106383e-05,1.55512572533849e-05,1.14119922630561e-07,1.32882011605416e-06,1.30174081237911e-05,1.45647969052224e-06,0,4.10058027079304e-07,0,0,3.15280464216634e-07,0,1.02030947775629e-05,1.56092843326886e-06,1.83752417794971e-07,2.53965183752418e-06,6.67698259187621e-06,3.8027079303675e-06,8.9100580270793e-05,3.24294003868472e-05,6.1063829787234e-06,6.02514506769826e-05,1.65764023210832e-06,4.87040618955513e-06,2.321083172147e-08,0,0,6.76982591876209e-08,3.28820116054159e-08,0,1.66344294003868e-07,0,3.28820116054159e-07,1.1605415860735e-07,0,0,4.44874274661509e-08,6.76982591876209e-08,0,5.02901353965184e-08,1.00580270793037e-07,2.38878143133462e-06,0,9.28433268858801e-08,9.09090909090909e-08,2.34042553191489e-07,0,7.94970986460348e-07,2.321083172147e-08,2.321083172147e-08,0,5.1063829787234e-07,3.4816247582205e-08,1.47001934235977e-07,3.4816247582205e-08,2.25531914893617e-06,0,0.0001422166344294,0,0,1.14119922630561e-07,0,2.321083172147e-08,2.37911025145068e-07,1.58607350096712e-07,2.61121856866538e-07,4.35203094777563e-07,0,0,2.321083172147e-08,0,4.44874274661509e-08,0,0,0,0,0,0,8.95551257253385e-07,0,0,7.02127659574468e-07,4.1779497098646e-07,9.25570599613153e-05,0,0,0,0,0,2.34042553191489e-07,0
